partition,method,metric,best_round,best_value,accuracy_at_round,f1_at_round,roc_auc_at_round,test_loss_at_round
iid,IID,accuracy,8,0.9238578680203046,0.9238578680203046,0.8514851485148515,0.9448027784668817,0.6100360751152039
iid,IID,f1,8,0.8514851485148515,0.9238578680203046,0.8514851485148515,0.9448027784668817,0.6100360751152039
iid,IID,roc_auc,15,0.9611758868767056,0.8934010152284264,0.7789473684210526,0.9611758868767056,0.4579211473464966
balanced_noniid,Balanced Non-IID,accuracy,10,0.9289340101522844,0.9289340101522844,0.8627450980392157,0.9446787397668072,0.6206570267677307
balanced_noniid,Balanced Non-IID,f1,10,0.8627450980392157,0.9289340101522844,0.8627450980392157,0.9446787397668072,0.6206570267677307
balanced_noniid,Balanced Non-IID,roc_auc,15,0.9567104936740264,0.8934010152284264,0.7789473684210526,0.9567104936740264,0.5465102791786194
noniid,Unbalanced Non-IID,accuracy,11,0.934010152284264,0.934010152284264,0.8737864077669902,0.9456710493674026,0.614608645439148
noniid,Unbalanced Non-IID,f1,11,0.8737864077669902,0.934010152284264,0.8737864077669902,0.9456710493674026,0.614608645439148
noniid,Unbalanced Non-IID,roc_auc,15,0.9568345323741008,0.8984771573604061,0.7916666666666666,0.9568345323741008,0.5552849769592285
