scenario,round,available_clients,failed_clients,noisy_clients,stale_clients,mean_reliability_available_clients,mean_local_loss,global_test_loss,accuracy,precision,recall,f1,roc_auc,model_parameters,model_size_bytes,upload_bytes,download_bytes,total_communication_bytes,aggregation_time_seconds,round_time_seconds
stale_updates,1,10,0,0,0,0.9400000000000001,0.7119870543479919,0.7224646210670471,0.29441624365482233,0.2923076923076923,0.9827586206896551,0.4505928853754941,0.6302406350781444,15138,60552,605520,605520,1211040,0.0014865000011923257,0.7978087999999843
stale_updates,2,10,0,0,2,0.9400000000000001,0.7037186741828918,0.7138188481330872,0.3096446700507614,0.296875,0.9827586206896551,0.456,0.7472091292483256,15138,60552,605520,605520,1211040,0.0014197000000422122,0.06670540000050096
stale_updates,3,10,0,0,2,0.9400000000000001,0.70425443649292,0.7048956155776978,0.3299492385786802,0.30319148936170215,0.9827586206896551,0.4634146341463415,0.824113123294468,15138,60552,605520,605520,1211040,0.001385100000334205,0.06496010000046226
stale_updates,4,10,0,0,2,0.9400000000000001,0.6882846713066101,0.6957822442054749,0.39593908629441626,0.327683615819209,1.0,0.49361702127659574,0.8687670553212603,15138,60552,605520,605520,1211040,0.0014970000011089724,0.06332990000009886
stale_updates,5,10,0,0,2,0.9400000000000001,0.688151752948761,0.6867494583129883,0.43147208121827413,0.3373493975903614,0.9655172413793104,0.5,0.9036219300421732,15138,60552,605520,605520,1211040,0.0015072000005602604,0.06638519999978598
stale_updates,6,10,0,0,2,0.9400000000000001,0.6837816059589386,0.6770135164260864,0.5939086294416244,0.417910447761194,0.9655172413793104,0.5833333333333334,0.9196229223517737,15138,60552,605520,605520,1211040,0.0014360000004671747,0.06580939999912516
stale_updates,7,10,0,0,2,0.9400000000000001,0.6772261202335358,0.667019248008728,0.6954314720812182,0.4909090909090909,0.9310344827586207,0.6428571428571429,0.9268171669560903,15138,60552,605520,605520,1211040,0.001457700000173645,0.06180130000029749
stale_updates,8,10,0,0,2,0.9400000000000001,0.6696567595005035,0.6562294960021973,0.8071065989847716,0.6190476190476191,0.896551724137931,0.7323943661971831,0.933143140659886,15138,60552,605520,605520,1211040,0.0007858999997552019,0.061218599999847356
stale_updates,9,10,0,0,2,0.9400000000000001,0.6617423534393311,0.6446176767349243,0.8934010152284264,0.7936507936507936,0.8620689655172413,0.8264462809917356,0.9377325725626396,15138,60552,605520,605520,1211040,0.000672800000756979,0.06281099999978323
stale_updates,10,10,0,0,2,0.9400000000000001,0.6539832651615143,0.6329048871994019,0.9137055837563451,0.9019607843137255,0.7931034482758621,0.8440366972477065,0.9415777722649465,15138,60552,605520,605520,1211040,0.0014420999996218598,0.06346789999952307
stale_updates,11,10,0,0,2,0.9400000000000001,0.6475069224834442,0.6203195452690125,0.9390862944162437,1.0,0.7931034482758621,0.8846153846153846,0.9441825849665096,15138,60552,605520,605520,1211040,0.000732399999833433,0.07293199999912758
stale_updates,12,10,0,0,2,0.9400000000000001,0.6395003080368042,0.6073826551437378,0.9238578680203046,1.0,0.7413793103448276,0.8514851485148515,0.9474075911684446,15138,60552,605520,605520,1211040,0.0016085999995993916,0.07268889999977546
stale_updates,13,10,0,0,2,0.9400000000000001,0.6307454526424408,0.5935224294662476,0.9187817258883249,1.0,0.7241379310344828,0.84,0.9501364425700818,15138,60552,605520,605520,1211040,0.0014049000001250533,0.06497549999949115
stale_updates,14,10,0,0,2,0.9400000000000001,0.6248561620712281,0.5795221924781799,0.9086294416243654,1.0,0.6896551724137931,0.8163265306122449,0.9526172165715704,15138,60552,605520,605520,1211040,0.0014061000001674984,0.058969600000637
stale_updates,15,10,0,0,2,0.9400000000000001,0.6117301464080811,0.5647150278091431,0.8984771573604061,1.0,0.6551724137931034,0.7916666666666666,0.9550979905730588,15138,60552,605520,605520,1211040,0.0013951000000815839,0.06286110000110057
