partition,round,clients,local_epochs,batch_size,learning_rate,mean_local_loss,global_test_loss,accuracy,precision,recall,f1,roc_auc,model_parameters,model_size_bytes,upload_bytes,download_bytes,total_communication_bytes,aggregation_time_seconds,round_time_seconds,experiment,category,dropout_rate,participating_clients,dropped_clients,scenario,available_clients,failed_clients,noisy_clients,stale_clients,mean_reliability_available_clients
,11,,,,,0.6473799347877502,0.6156370639801025,0.934010152284264,1.0,0.7758620689655172,0.8737864077669902,0.9450508558670304,15138,60552,605520,605520,1211040,0.0007506999991164,0.0951784000008046,Sensor Noise,reliability,,,,sensor_noise,10.0,0.0,2.0,0.0,0.9333333333333332
,12,,,,,0.6386291742324829,0.6020086407661438,0.9238578680203046,1.0,0.7413793103448276,0.8514851485148515,0.9481518233688911,15138,60552,605520,605520,1211040,0.0007824000003893,0.1092313999997713,Sensor Noise,reliability,,,,sensor_noise,10.0,0.0,2.0,0.0,0.9333333333333332
,13,,,,,0.6293237805366516,0.5873565673828125,0.9137055837563453,1.0,0.7068965517241379,0.8282828282828283,0.9508806747705284,15138,60552,605520,605520,1211040,0.0017950999990716,0.0891038999998272,Sensor Noise,reliability,,,,sensor_noise,10.0,0.0,2.0,0.0,0.9333333333333332
,14,,,,,0.6198448956012725,0.5724943280220032,0.8984771573604061,1.0,0.6551724137931034,0.7916666666666666,0.9533614487720168,15138,60552,605520,605520,1211040,0.0016465000007883,0.0880883999998332,Sensor Noise,reliability,,,,sensor_noise,10.0,0.0,2.0,0.0,0.9333333333333332
,15,,,,,0.609667843580246,0.5568139553070068,0.8984771573604061,1.0,0.6551724137931034,0.7916666666666666,0.9567104936740264,15138,60552,605520,605520,1211040,0.0019836999999824,0.0879101000009541,Sensor Noise,reliability,,,,sensor_noise,10.0,0.0,2.0,0.0,0.9333333333333332
,1,,,,,0.7119870543479919,0.7224646210670471,0.2944162436548223,0.2923076923076923,0.9827586206896552,0.4505928853754941,0.6302406350781444,15138,60552,605520,605520,1211040,0.0014865000011923,0.7978087999999843,Stale Updates,reliability,,,,stale_updates,10.0,0.0,0.0,0.0,0.94
,2,,,,,0.7037186741828918,0.7138188481330872,0.3096446700507614,0.296875,0.9827586206896552,0.456,0.7472091292483256,15138,60552,605520,605520,1211040,0.0014197000000422,0.0667054000005009,Stale Updates,reliability,,,,stale_updates,10.0,0.0,0.0,2.0,0.94
,3,,,,,0.70425443649292,0.7048956155776978,0.3299492385786802,0.3031914893617021,0.9827586206896552,0.4634146341463415,0.824113123294468,15138,60552,605520,605520,1211040,0.0013851000003342,0.0649601000004622,Stale Updates,reliability,,,,stale_updates,10.0,0.0,0.0,2.0,0.94
,4,,,,,0.6882846713066101,0.6957822442054749,0.3959390862944162,0.327683615819209,1.0,0.4936170212765957,0.8687670553212603,15138,60552,605520,605520,1211040,0.0014970000011089,0.0633299000000988,Stale Updates,reliability,,,,stale_updates,10.0,0.0,0.0,2.0,0.94
,5,,,,,0.688151752948761,0.6867494583129883,0.4314720812182741,0.3373493975903614,0.9655172413793104,0.5,0.9036219300421732,15138,60552,605520,605520,1211040,0.0015072000005602,0.0663851999997859,Stale Updates,reliability,,,,stale_updates,10.0,0.0,0.0,2.0,0.94
,6,,,,,0.6837816059589386,0.6770135164260864,0.5939086294416244,0.417910447761194,0.9655172413793104,0.5833333333333334,0.9196229223517736,15138,60552,605520,605520,1211040,0.0014360000004671,0.0658093999991251,Stale Updates,reliability,,,,stale_updates,10.0,0.0,0.0,2.0,0.94
,7,,,,,0.6772261202335358,0.667019248008728,0.6954314720812182,0.4909090909090909,0.9310344827586208,0.6428571428571429,0.9268171669560904,15138,60552,605520,605520,1211040,0.0014577000001736,0.0618013000002974,Stale Updates,reliability,,,,stale_updates,10.0,0.0,0.0,2.0,0.94
,8,,,,,0.6696567595005035,0.6562294960021973,0.8071065989847716,0.6190476190476191,0.896551724137931,0.7323943661971831,0.933143140659886,15138,60552,605520,605520,1211040,0.0007858999997552,0.0612185999998473,Stale Updates,reliability,,,,stale_updates,10.0,0.0,0.0,2.0,0.94
,9,,,,,0.6617423534393311,0.6446176767349243,0.8934010152284264,0.7936507936507936,0.8620689655172413,0.8264462809917356,0.9377325725626396,15138,60552,605520,605520,1211040,0.0006728000007569,0.0628109999997832,Stale Updates,reliability,,,,stale_updates,10.0,0.0,0.0,2.0,0.94
,10,,,,,0.6539832651615143,0.6329048871994019,0.9137055837563453,0.9019607843137256,0.7931034482758621,0.8440366972477065,0.9415777722649464,15138,60552,605520,605520,1211040,0.0014420999996218,0.063467899999523,Stale Updates,reliability,,,,stale_updates,10.0,0.0,0.0,2.0,0.94
,11,,,,,0.6475069224834442,0.6203195452690125,0.9390862944162436,1.0,0.7931034482758621,0.8846153846153846,0.9441825849665096,15138,60552,605520,605520,1211040,0.0007323999998334,0.0729319999991275,Stale Updates,reliability,,,,stale_updates,10.0,0.0,0.0,2.0,0.94
,12,,,,,0.6395003080368042,0.6073826551437378,0.9238578680203046,1.0,0.7413793103448276,0.8514851485148515,0.9474075911684446,15138,60552,605520,605520,1211040,0.0016085999995993,0.0726888999997754,Stale Updates,reliability,,,,stale_updates,10.0,0.0,0.0,2.0,0.94
,13,,,,,0.6307454526424408,0.5935224294662476,0.9187817258883249,1.0,0.7241379310344828,0.84,0.9501364425700818,15138,60552,605520,605520,1211040,0.001404900000125,0.0649754999994911,Stale Updates,reliability,,,,stale_updates,10.0,0.0,0.0,2.0,0.94
,14,,,,,0.6248561620712281,0.5795221924781799,0.9086294416243654,1.0,0.6896551724137931,0.8163265306122449,0.9526172165715704,15138,60552,605520,605520,1211040,0.0014061000001674,0.058969600000637,Stale Updates,reliability,,,,stale_updates,10.0,0.0,0.0,2.0,0.94
,15,,,,,0.6117301464080811,0.5647150278091431,0.8984771573604061,1.0,0.6551724137931034,0.7916666666666666,0.9550979905730588,15138,60552,605520,605520,1211040,0.0013951000000815,0.0628611000011005,Stale Updates,reliability,,,,stale_updates,10.0,0.0,0.0,2.0,0.94
,1,,,,,0.7119870543479919,0.7224646210670471,0.2944162436548223,0.2923076923076923,0.9827586206896552,0.4505928853754941,0.6302406350781444,15138,60552,605520,605520,1211040,0.0014711999992869,0.8296356000009837,Persistent Failure,reliability,,,,persistent_failure,10.0,0.0,0.0,0.0,1.0
,2,,,,,0.7037186741828918,0.7134045362472534,0.3096446700507614,0.296875,0.9827586206896552,0.456,0.7524187546514514,15138,60552,605520,605520,1211040,0.0015781999991304,0.0668303000002197,Persistent Failure,reliability,,,,persistent_failure,10.0,0.0,0.0,0.0,1.0
,3,,,,,0.7040059328079223,0.7041273713111877,0.3299492385786802,0.3031914893617021,0.9827586206896552,0.4634146341463415,0.8293227486975935,15138,60552,605520,605520,1211040,0.000711600001523,0.0707820999996329,Persistent Failure,reliability,,,,persistent_failure,10.0,0.0,0.0,0.0,1.0
,4,,,,,0.6877864301204681,0.6945580244064331,0.3959390862944162,0.327683615819209,1.0,0.4936170212765957,0.8749689903249814,15138,60552,605520,605520,1211040,0.0006699000005028,0.0602037999997264,Persistent Failure,reliability,,,,persistent_failure,10.0,0.0,0.0,0.0,1.0
,5,,,,,0.681861162185669,0.6883944869041443,0.416243654822335,0.3352601156069364,1.0,0.5021645021645021,0.9180104192508064,15138,60552,484416,484416,968832,0.0011785999995481,0.0482262000004993,Persistent Failure,reliability,,,,persistent_failure,8.0,2.0,0.0,0.0,1.0
,6,,,,,0.6770506352186203,0.6810823082923889,0.4467005076142132,0.3454545454545454,0.9827586206896552,0.5112107623318386,0.932026792359216,15138,60552,484416,484416,968832,0.0005798000001959,0.0477465999993,Persistent Failure,reliability,,,,persistent_failure,8.0,2.0,0.0,0.0,1.0
,7,,,,,0.6697411090135574,0.6734029054641724,0.5228426395939086,0.3783783783783784,0.9655172413793104,0.5436893203883495,0.942570081865542,15138,60552,484416,484416,968832,0.0012008000012428,0.0598575999993045,Persistent Failure,reliability,,,,persistent_failure,8.0,2.0,0.0,0.0,1.0
,8,,,,,0.662830539047718,0.6649385094642639,0.6243654822335025,0.4375,0.9655172413793104,0.6021505376344086,0.9503845199702308,15138,60552,484416,484416,968832,0.0011790999997174,0.0488487000002351,Persistent Failure,reliability,,,,persistent_failure,8.0,2.0,0.0,0.0,1.0
,9,,,,,0.6576795056462288,0.6553041338920593,0.7055837563451777,0.5,0.9655172413793104,0.6588235294117647,0.9562143388737284,15138,60552,484416,484416,968832,0.0012225000009493,0.050002999998469,Persistent Failure,reliability,,,,persistent_failure,8.0,2.0,0.0,0.0,1.0
,10,,,,,0.6462183967232704,0.6453081965446472,0.766497461928934,0.5612244897959183,0.9482758620689656,0.7051282051282052,0.9591912676755148,15138,60552,484416,484416,968832,0.0011565000004338,0.0491701000009925,Persistent Failure,reliability,,,,persistent_failure,8.0,2.0,0.0,0.0,1.0
,11,,,,,0.6424198150634766,0.6343820095062256,0.8527918781725888,0.6790123456790124,0.9482758620689656,0.7913669064748201,0.9617960803770776,15138,60552,484416,484416,968832,0.0013014000014663,0.0526209999989077,Persistent Failure,reliability,,,,persistent_failure,8.0,2.0,0.0,0.0,1.0
,12,,,,,0.6334406808018684,0.623033344745636,0.9086294416243654,0.7941176470588235,0.9310344827586208,0.8571428571428571,0.964524931778715,15138,60552,484416,484416,968832,0.0006334999998216,0.0521442000008391,Persistent Failure,reliability,,,,persistent_failure,8.0,2.0,0.0,0.0,1.0
,13,,,,,0.6268093511462212,0.6105198264122009,0.9390862944162436,0.8709677419354839,0.9310344827586208,0.9,0.9662614735797568,15138,60552,484416,484416,968832,0.0011594999996304,0.0470861000012519,Persistent Failure,reliability,,,,persistent_failure,8.0,2.0,0.0,0.0,1.0
,14,,,,,0.6233631521463394,0.5981048941612244,0.9390862944162436,0.9107142857142856,0.8793103448275862,0.8947368421052632,0.9675018605805012,15138,60552,484416,484416,968832,0.0006266000000323,0.0497474000003421,Persistent Failure,reliability,,,,persistent_failure,8.0,2.0,0.0,0.0,1.0
,15,,,,,0.6092244684696198,0.5843422412872314,0.9441624365482234,0.9272727272727272,0.8793103448275862,0.9026548672566372,0.9693624410816176,15138,60552,484416,484416,968832,0.0012850000002799,0.0591934000003675,Persistent Failure,reliability,,,,persistent_failure,8.0,2.0,0.0,0.0,1.0
,1,,,,,0.7120241701602936,0.7227334976196289,0.2944162436548223,0.2923076923076923,0.9827586206896552,0.4505928853754941,0.6249069709749441,15138,60552,605520,605520,1211040,0.001635200000237,0.9522333999993862,Noise + Stale,reliability,,,,mixed,10.0,0.0,1.0,0.0,0.9366666666666664
,2,,,,,0.7039398312568664,0.7173756957054138,0.299492385786802,0.2938144329896907,0.9827586206896552,0.4523809523809524,0.698709997519226,15138,60552,605520,605520,1211040,0.0020033000000694,0.0945491999991645,Noise + Stale,reliability,,,,mixed,10.0,0.0,1.0,1.0,0.9366666666666664
,3,,,,,0.7065973699092865,0.7106043696403503,0.3197969543147208,0.3,0.9827586206896552,0.4596774193548387,0.777226494666336,15138,60552,605520,605520,1211040,0.0014768000000913,0.0954770999996981,Noise + Stale,reliability,,,,mixed,10.0,0.0,1.0,1.0,0.9366666666666664
,4,,,,,0.6919107615947724,0.7041099071502686,0.3299492385786802,0.3031914893617021,0.9827586206896552,0.4634146341463415,0.8248573554949145,15138,60552,605520,605520,1211040,0.0018044999997073,0.1058472000004258,Noise + Stale,reliability,,,,mixed,10.0,0.0,1.0,1.0,0.9366666666666664
,5,,,,,0.693597960472107,0.6978667378425598,0.365482233502538,0.3169398907103825,1.0,0.4813278008298755,0.8590920367154552,15138,60552,605520,605520,1211040,0.0016644000006635,0.0931677000007766,Noise + Stale,reliability,,,,mixed,10.0,0.0,1.0,1.0,0.9366666666666664
,6,,,,,0.6913598656654358,0.6909554600715637,0.4213197969543147,0.3372093023255814,1.0,0.5043478260869565,0.8831555445298933,15138,60552,605520,605520,1211040,0.0016067000015027,0.15617420000126,Noise + Stale,reliability,,,,mixed,10.0,0.0,1.0,1.0,0.9366666666666664
,7,,,,,0.6862582206726074,0.6845356225967407,0.4517766497461929,0.345679012345679,0.9655172413793104,0.509090909090909,0.9068469362441082,15138,60552,605520,605520,1211040,0.0015287999995052,0.0928003000008175,Noise + Stale,reliability,,,,mixed,10.0,0.0,1.0,1.0,0.9366666666666664
,8,,,,,0.681577056646347,0.6776691675186157,0.5786802030456852,0.4074074074074074,0.9482758620689656,0.5699481865284974,0.9170181096502108,15138,60552,605520,605520,1211040,0.0014663000001746,0.0989792999989731,Noise + Stale,reliability,,,,mixed,10.0,0.0,1.0,1.0,0.9366666666666664
,9,,,,,0.6762136280536651,0.6697850227355957,0.6649746192893401,0.4661016949152542,0.9482758620689656,0.625,0.9238402381543042,15138,60552,605520,605520,1211040,0.0016489999998157,0.0986486000001605,Noise + Stale,reliability,,,,mixed,10.0,0.0,1.0,1.0,0.9366666666666664
,10,,,,,0.6707027852535248,0.6623215079307556,0.7309644670050761,0.5247524752475248,0.913793103448276,0.6666666666666666,0.9283056313569832,15138,60552,605520,605520,1211040,0.0014986000005592,0.1001723999997921,Noise + Stale,reliability,,,,mixed,10.0,0.0,1.0,1.0,0.9366666666666664
,11,,,,,0.6661211609840393,0.6543349027633667,0.8324873096446701,0.6623376623376623,0.8793103448275862,0.7555555555555555,0.933763334160258,15138,60552,605520,605520,1211040,0.0017838000003393,0.1079603999987739,Noise + Stale,reliability,,,,mixed,10.0,0.0,1.0,1.0,0.9366666666666664
,12,,,,,0.6614429533481598,0.6465674638748169,0.883248730964467,0.7692307692307693,0.8620689655172413,0.8130081300813008,0.9366162242619698,15138,60552,605520,605520,1211040,0.0014836999998806,0.0933588000007148,Noise + Stale,reliability,,,,mixed,10.0,0.0,1.0,1.0,0.9366666666666664
,13,,,,,0.6572827816009521,0.6377308964729309,0.9035532994923858,0.8545454545454545,0.8103448275862069,0.831858407079646,0.9397171917638304,15138,60552,605520,605520,1211040,0.0014645999999629,0.0944846999991568,Noise + Stale,reliability,,,,mixed,10.0,0.0,1.0,1.0,0.9366666666666664
,14,,,,,0.6542439639568329,0.6295024752616882,0.9238578680203046,0.9387755102040816,0.7931034482758621,0.8598130841121495,0.9417018109650211,15138,60552,605520,605520,1211040,0.0015308999991248,0.1445970000004308,Noise + Stale,reliability,,,,mixed,10.0,0.0,1.0,1.0,0.9366666666666664
,15,,,,,0.6448912978172302,0.62069171667099,0.934010152284264,0.9787234042553192,0.7931034482758621,0.8761904761904762,0.9440585462664352,15138,60552,605520,605520,1211040,0.0014676000009785,0.0959566000001359,Noise + Stale,reliability,,,,mixed,10.0,0.0,1.0,1.0,0.9366666666666664
,1,,,,,0.7124541461467743,0.7225497961044312,0.2944162436548223,0.2923076923076923,0.9827586206896552,0.4505928853754941,0.6283800545770281,15138,60552,605520,605520,1211040,0.0007356000005529,0.7662076999986311,Full Mixed,reliability,,,,mixed_full,10.0,0.0,1.0,0.0,0.9366666666666668
,2,,,,,0.7040695548057556,0.7147754430770874,0.3096446700507614,0.296875,0.9827586206896552,0.456,0.7344331431406599,15138,60552,605520,605520,1211040,0.0015155000000959,0.0676452999996399,Full Mixed,reliability,,,,mixed_full,10.0,0.0,1.0,1.0,0.9366666666666668
,3,,,,,0.7053599953651428,0.7067084908485413,0.3197969543147208,0.3,0.9827586206896552,0.4596774193548387,0.8120813693872487,15138,60552,605520,605520,1211040,0.0022877999999764,0.0748793000002479,Full Mixed,reliability,,,,mixed_full,10.0,0.0,1.0,1.0,0.9366666666666668
,4,,,,,0.6896682500839233,0.6984301209449768,0.365482233502538,0.3169398907103825,1.0,0.4813278008298755,0.8579756884147854,15138,60552,605520,605520,1211040,0.0013307999997778,0.0605598999991343,Full Mixed,reliability,,,,mixed_full,10.0,0.0,1.0,1.0,0.9366666666666668
,5,,,,,0.6910853650834825,0.6896916627883911,0.4263959390862944,0.3353293413173652,0.9655172413793104,0.4977777777777777,0.8669064748201438,15138,60552,544968,544968,1089936,0.0013317000011738,0.0568173999999999,Full Mixed,reliability,,,,mixed_full,9.0,1.0,1.0,1.0,0.9296296296296296
,6,,,,,0.688903013865153,0.6806798577308655,0.583756345177665,0.4104477611940298,0.9482758620689656,0.5729166666666666,0.8800545770280328,15138,60552,544968,544968,1089936,0.0013239999989309,0.0526229000006424,Full Mixed,reliability,,,,mixed_full,9.0,1.0,1.0,1.0,0.9296296296296296
,7,,,,,0.6836603548791673,0.6716955304145813,0.6751269035532995,0.4722222222222222,0.8793103448275862,0.6144578313253012,0.8939469114363682,15138,60552,544968,544968,1089936,0.0013300999999046,0.0629554000006464,Full Mixed,reliability,,,,mixed_full,9.0,1.0,1.0,1.0,0.9296296296296296
,8,,,,,0.6760392983754476,0.6620846390724182,0.8223350253807107,0.6666666666666666,0.7931034482758621,0.7244094488188977,0.9022575043413544,15138,60552,544968,544968,1089936,0.0013909999997849,0.0654659000010724,Full Mixed,reliability,,,,mixed_full,9.0,1.0,1.0,1.0,0.9296296296296296
,9,,,,,0.6710387865702311,0.6521650552749634,0.8730964467005076,0.8,0.7586206896551724,0.7787610619469026,0.907095013644257,15138,60552,544968,544968,1089936,0.0010387999991507,0.0586730999984865,Full Mixed,reliability,,,,mixed_full,9.0,1.0,1.0,1.0,0.9296296296296296
,10,,,,,0.6665223439534506,0.642093300819397,0.9035532994923858,0.975609756097561,0.6896551724137931,0.8080808080808081,0.9150334904490202,15138,60552,544968,544968,1089936,0.000609999999142,0.0583874000003561,Full Mixed,reliability,,,,mixed_full,9.0,1.0,1.0,1.0,0.9296296296296296
,11,,,,,0.6609408789210849,0.6317928433418274,0.8934010152284264,1.0,0.6379310344827587,0.7789473684210526,0.920863309352518,15138,60552,544968,544968,1089936,0.0007000999994488,0.0598425999996834,Full Mixed,reliability,,,,mixed_full,9.0,1.0,1.0,1.0,0.9296296296296296
,12,,,,,0.6568484041425917,0.620786190032959,0.868020304568528,1.0,0.5517241379310345,0.7111111111111111,0.9271892830563137,15138,60552,544968,544968,1089936,0.0012662000008276,0.0625325000000884,Full Mixed,reliability,,,,mixed_full,9.0,1.0,1.0,1.0,0.9296296296296296
,13,,,,,0.649159722858005,0.6097708940505981,0.8527918781725888,1.0,0.5,0.6666666666666666,0.9295460183577277,15138,60552,544968,544968,1089936,0.0012908999997307,0.0592696999992767,Full Mixed,reliability,,,,mixed_full,9.0,1.0,1.0,1.0,0.9296296296296296
,14,,,,,0.6462013456556532,0.598254382610321,0.8375634517766497,1.0,0.4482758620689655,0.6190476190476191,0.9322748697593648,15138,60552,544968,544968,1089936,0.0007741000008536,0.0562031999997998,Full Mixed,reliability,,,,mixed_full,9.0,1.0,1.0,1.0,0.9296296296296296
,15,,,,,0.6357518566979302,0.5863351225852966,0.8375634517766497,1.0,0.4482758620689655,0.6190476190476191,0.9343835276606302,15138,60552,544968,544968,1089936,0.0012907000000268,0.0553619000002072,Full Mixed,reliability,,,,mixed_full,9.0,1.0,1.0,1.0,0.9296296296296296
