dropout_rate,round,participating_clients,dropped_clients,mean_local_loss,global_test_loss,accuracy,precision,recall,f1,roc_auc,model_parameters,model_size_bytes,upload_bytes,download_bytes,total_communication_bytes,aggregation_time_seconds,round_time_seconds
0.5,1,5,5,0.7372781038284302,0.720344603061676,0.29441624365482233,0.29015544041450775,0.9655172413793104,0.44621513944223107,0.5875713222525428,15138,60552,302760,302760,605520,0.0008010000001377193,0.7358738000002631
0.5,2,5,5,0.6940508127212525,0.7100074887275696,0.3248730964467005,0.2994652406417112,0.9655172413793104,0.45714285714285713,0.6755147606053089,15138,60552,302760,302760,605520,0.0007691999999224208,0.03502409999964584
0.5,3,5,5,0.7134663820266723,0.7018330097198486,0.37055837563451777,0.3146067415730337,0.9655172413793104,0.4745762711864407,0.7319523691391715,15138,60552,302760,302760,605520,0.0008888000011211261,0.03966709999986051
0.5,4,5,5,0.6794021010398865,0.692653238773346,0.41116751269035534,0.3273809523809524,0.9482758620689655,0.48672566371681414,0.8308112130984867,15138,60552,302760,302760,605520,0.0007814999989932403,0.039637199999560835
0.5,5,5,5,0.6914579033851623,0.6796874403953552,0.5888324873096447,0.4049586776859504,0.8448275862068966,0.547486033519553,0.840238154304143,15138,60552,302760,302760,605520,0.0007552999995823484,0.03389459999925748
0.5,6,5,5,0.6852466344833374,0.6669487953186035,0.8274111675126904,0.6818181818181818,0.7758620689655172,0.7258064516129032,0.844951624906971,15138,60552,302760,302760,605520,0.0007779000006848946,0.03650240000024496
0.5,7,5,5,0.6763325929641724,0.6587216258049011,0.8477157360406091,0.7258064516129032,0.7758620689655172,0.75,0.8967998015380799,15138,60552,302760,302760,605520,0.0007394000003841938,0.03478549999999814
0.5,8,5,5,0.6624110341072083,0.6459699869155884,0.8984771573604061,0.9523809523809523,0.6896551724137931,0.8,0.9059786653435872,15138,60552,302760,302760,605520,0.000776400000177091,0.031243999999787775
0.5,9,5,5,0.6719472408294678,0.6444545388221741,0.9086294416243654,0.8846153846153846,0.7931034482758621,0.8363636363636363,0.9286777474572067,15138,60552,302760,302760,605520,0.0007733999991614837,0.026768499999889173
0.5,10,5,5,0.6518895506858826,0.6309482455253601,0.9187817258883249,0.9772727272727273,0.7413793103448276,0.8431372549019608,0.9325229471595139,15138,60552,302760,302760,605520,0.000845300000946736,0.034738000000288594
0.5,11,5,5,0.645148491859436,0.6162492036819458,0.9086294416243654,1.0,0.6896551724137931,0.8163265306122449,0.936120069461672,15138,60552,302760,302760,605520,0.0007621999993716599,0.03748059999998077
0.5,12,5,5,0.6377413749694825,0.6016525626182556,0.8781725888324873,1.0,0.5862068965517241,0.7391304347826086,0.9383527660630117,15138,60552,302760,302760,605520,0.0007499000003008405,0.032584600001428043
0.5,13,5,5,0.6310614228248597,0.5859506130218506,0.868020304568528,1.0,0.5517241379310345,0.7111111111111111,0.9405854626643514,15138,60552,302760,302760,605520,0.0006205000008776551,0.030678499999339692
0.5,14,5,5,0.6418371438980103,0.5770915746688843,0.8984771573604061,1.0,0.6551724137931034,0.7916666666666666,0.9485239394691144,15138,60552,302760,302760,605520,0.00037960000008752104,0.03462279999985185
0.5,15,5,5,0.5670625686645507,0.5582733154296875,0.868020304568528,1.0,0.5517241379310345,0.7111111111111111,0.9485239394691143,15138,60552,302760,302760,605520,0.0007848000004742062,0.036385499999596504
